Oficina ZigZag calibration

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127220911,246,97,276,904,353,873,-49,-645,-645,-645
20171127220912,255,92,280,904,342,878,-54,-695,-565,-645
20171127220913,258,90,280,904,337,875,-53,-695,-625,-645
20171127220913,261,96,280,895,331,878,-53,-645,-615,-715
20171127220914,257,90,282,906,340,873,-55,-725,-625,-715
20171127220914,257,93,278,901,337,873,-54,-725,-565,-755
20171127220916,260,94,282,900,335,875,-55,-715,-535,-755
20171127220916,268,90,287,901,326,878,-52,-715,-595,-755
20171127220918,305,98,324,884,291,884,-53,-655,-585,-735
20171127220919,311,98,329,882,285,886,-53,-725,-625,-705
20171127220919,303,101,329,884,298,884,-56,-645,-615,-645
20171127220920,310,97,333,886,289,884,-52,-665,-615,-645
20171127220920,309,104,333,879,291,884,-59,-685,-615,-695
20171127220921,312,95,329,884,282,886,-59,-685,-595,-645
20171127220922,312,98,335,884,287,891,-59,-715,-595,-635
20171127220923,322,97,342,882,276,886,-62,-715,-585,-665
20171127220924,348,95,357,873,241,886,-56,-715,-585,-785
20171127220924,329,107,355,873,274,888,-56,-745,-595,-785
20171127220925,342,97,355,875,252,886,-56,-835,-615,-785
20171127220925,339,90,350,882,252,886,-61,-835,-635,-675
20171127220926,328,104,357,878,278,891,-55,-875,-605,-675
20171127220927,315,116,353,873,298,888,-59,-875,-645,-675
20171127220927,322,110,355,875,287,893,-55,-795,-585,-665
20171127220928,322,115,357,871,289,888,-56,-795,-575,-665
20171127220929,362,87,397,893,252,866,-56,-715,-535,-675
20171127220930,333,80,366,904,278,864,-59,-595,-575,-635
20171127220930,326,142,359,836,285,860,-59,-595,-555,-665
20171127220931,334,138,364,838,276,862,-61,-665,-505,-665
20171127220931,331,134,364,845,280,860,-63,-725,-605,-685
20171127220932,337,130,362,845,269,866,-63,-725,-495,-625
20171127220933,335,131,362,845,272,864,-63,-755,-495,-705
20171127220933,331,130,357,845,274,864,-63,-755,-555,-645
20171127220934,335,132,364,845,274,862,-70,-735,-495,-635
