Oficina test

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127222919,137,531,542,557,678,445,-58,-695,-545,-66
20171127222920,140,531,546,557,675,440,-69,-655,-535,-66
20171127222921,138,542,557,550,684,440,-64,-695,-545,-68
20171127222921,139,535,546,552,680,432,-58,-695,-565,-59
20171127222922,134,562,581,542,700,416,-62,-695,-575,-68
20171127222922,157,595,636,517,702,392,-62,-625,-615,-68
20171127222923,180,593,651,511,684,381,-67,-615,-605,-62
20171127222924,142,609,634,508,728,381,-71,-645,-555,-71
20171127222925,225,577,649,495,651,372,-62,-605,-655,-65
20171127222925,206,609,665,476,687,346,-62,-605,-615,-65
20171127222926,193,617,660,471,704,346,-66,-585,-675,-65
20171127222927,185,622,662,471,713,344,-63,-645,-635,-72
20171127222927,191,626,671,467,711,333,-59,-625,-635,-59
20171127222928,181,664,706,449,746,316,-59,-615,-575,-55
20171127222928,190,718,787,425,770,289,-66,-635,-665,-62
20171127222929,185,702,742,419,777,282,-66,-675,-565,-62
20171127222930,176,691,713,421,781,278,-77,-635,-545,-61
20171127222930,175,685,700,421,781,278,-77,-585,-615,-59
20171127222931,181,706,726,405,794,263,-66,-555,-615,-60
20171127222932,188,767,827,392,816,236,-64,-645,-595,-57
20171127222933,182,775,833,392,825,230,-60,-585,-585,-62
20171127222933,181,732,748,388,818,230,-57,-565,-575,-70
20171127222934,185,769,790,368,845,208,-60,-635,-575,-58
20171127222935,195,784,811,355,851,184,-72,-575,-585,-61
20171127222935,193,787,807,350,860,184,-63,-595,-615,-57
20171127222936,193,787,814,355,855,186,-63,-605,-615,-65
20171127222936,185,805,842,362,864,181,-69,-595,-615,-62
20171127222937,192,816,840,342,882,158,-69,-625,-645,-62
20171127222938,191,823,847,340,888,149,-69,-625,-635,-64
20171127222938,186,829,847,340,900,149,-59,-665,-665,-60
20171127222939,188,832,851,337,901,142,-59,-695,-645,-57
20171127222940,191,834,855,335,900,144,-60,-625,-695,-58
20171127222940,189,854,869,326,924,133,-60,-615,-635,-58
20171127222941,183,879,893,326,948,94,-71,-635,-635,-581
20171127222941,193,877,895,318,941,144,-71,-635,-685,-61
20171127222942,190,871,886,320,939,142,-69,-735,-685,-50
20171127222943,199,877,904,316,932,124,-69,-695,-635,-59
20171127222944,198,874,900,318,930,124,-69,-695,-735,-59
